Fondsposition per,"19.Juli2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"SLVM","SYLVAMO CORP","Materialien","Aktien","1.375.756,69","0,03","1.375.756,69","19.271,00","71,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UEC","URANIUM ENERGY CORP","Energie","Aktien","1.374.392,68","0,03","1.374.392,68","234.538,00","5,86","Vereinigte Staaten","Nyse Mkt Llc","USD"
"2501","SAPPORO HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","1.367.988,69","0,03","1.367.988,69","34.300,00","39,88","Japan","Tokyo Stock Exchange","JPY"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrie","Aktien","1.365.301,96","0,03","1.365.301,96","15.356,00","88,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HI","HILLENBRAND INC","Industrie","Aktien","1.364.502,60","0,03","1.364.502,60","31.740,00","42,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3197","SKYLARK HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","1.363.350,18","0,03","1.363.350,18","103.800,00","13,13","Japan","Tokyo Stock Exchange","JPY"
"BHVN","BIOHAVEN LTD","Gesundheitsversorgung","Aktien","1.362.670,54","0,03","1.362.670,54","37.873,00","35,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PRU","PERSEUS MINING LTD","Materialien","Aktien","1.362.480,06","0,03","1.362.480,06","756.645,00","1,80","Australien","Asx - All Markets","AUD"
"6967","SHINKO ELECTRIC INDUSTRIES LTD","IT","Aktien","1.362.227,10","0,03","1.362.227,10","37.800,00","36,04","Japan","Tokyo Stock Exchange","JPY"
"FIBI","FIRST INTERNATIONAL BANK LTD","Financials","Aktien","1.360.491,31","0,03","1.360.491,31","31.933,00","42,60","Israel","Tel Aviv Stock Exchange","ILS"
"SITM","SITIME CORP","IT","Aktien","1.357.236,12","0,03","1.357.236,12","9.348,00","145,19","Vereinigte Staaten","NASDAQ","USD"
"CGF","CHALLENGER LTD","Financials","Aktien","1.356.206,67","0,03","1.356.206,67","296.633,00","4,57","Australien","Asx - All Markets","AUD"
"CCL","CARNIVAL PLC","Zyklische Konsumgüter ","Aktien","1.352.691,73","0,03","1.352.691,73","80.807,00","16,74","Vereinigtes Königreich","London Stock Exchange","GBP"
"OCDO","OCADO GROUP PLC","Nichtzyklische Konsumgüter","Aktien","1.352.690,28","0,03","1.352.690,28","276.979,00","4,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"HUBG","HUB GROUP INC CLASS A","Industrie","Aktien","1.349.627,10","0,03","1.349.627,10","30.193,00","44,70","Vereinigte Staaten","NASDAQ","USD"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Aktien","1.346.459,10","0,03","1.346.459,10","31.990,00","42,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BUCN","BUCHER INDUSTRIES AG","Industrie","Aktien","1.345.886,56","0,03","1.345.886,56","3.299,00","407,97","Schweiz","SIX Swiss Exchange","CHF"
"DKSH","DKSH HOLDING AG","Industrie","Aktien","1.345.935,51","0,03","1.345.935,51","17.930,00","75,07","Schweiz","SIX Swiss Exchange","CHF"
"ICFI","ICF INTERNATIONAL INC","Industrie","Aktien","1.344.070,83","0,03","1.344.070,83","9.566,00","140,51","Vereinigte Staaten","NASDAQ","USD"
"IDYA","IDEAYA BIOSCIENCES INC","Gesundheitsversorgung","Aktien","1.342.909,38","0,03","1.342.909,38","32.842,00","40,89","Vereinigte Staaten","NASDAQ","USD"
"3391","TSURUHA HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","1.340.969,90","0,03","1.340.969,90","23.300,00","57,55","Japan","Tokyo Stock Exchange","JPY"
"VSTO","VISTA OUTDOOR INC","Zyklische Konsumgüter ","Aktien","1.339.633,49","0,03","1.339.633,49","35.657,00","37,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BUR","BURFORD CAPITAL LTD","Financials","Aktien","1.337.983,04","0,03","1.337.983,04","98.280,00","13,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"TRN","TRAINLINE PLC","Zyklische Konsumgüter ","Aktien","1.338.083,64","0,03","1.338.083,64","311.845,00","4,29","Vereinigtes Königreich","London Stock Exchange","GBP"
"MING","SPAREBANK SMNS","Financials","Aktien","1.336.855,25","0,03","1.336.855,25","92.676,00","14,43","Norwegen","Oslo Bors Asa","NOK"
"IPS","IPSOS SA","Kommunikation","Aktien","1.336.248,85","0,03","1.336.248,85","20.017,00","66,76","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Industrie","Aktien","1.335.714,49","0,03","1.335.714,49","43.241,00","30,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GRBK","GREEN BRICK PARTNERS INC","Zyklische Konsumgüter ","Aktien","1.335.529,30","0,03","1.335.529,30","18.718,00","71,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SITC","SITE CENTERS CORP","Immobilien","Aktien","1.335.123,50","0,03","1.335.123,50","86.137,00","15,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LGIH","LGI HOMES INC","Zyklische Konsumgüter ","Aktien","1.335.001,05","0,03","1.335.001,05","12.865,00","103,77","Vereinigte Staaten","NASDAQ","USD"
"OR","OSISKO GOLD ROYALTIES LTD","Materialien","Aktien","1.334.636,82","0,03","1.334.636,82","73.830,00","18,08","Kanada","Toronto Stock Exchange","CAD"
"WIHL","WIHLBORGS FASTIGHETER","Immobilien","Aktien","1.332.116,32","0,03","1.332.116,32","128.397,00","10,37","Schweden","Nasdaq Omx Nordic","SEK"
"5947","RINNAI CORP","Zyklische Konsumgüter ","Aktien","1.331.640,13","0,03","1.331.640,13","56.200,00","23,69","Japan","Tokyo Stock Exchange","JPY"
"IPAR","INTER PARFUMS INC","Nichtzyklische Konsumgüter","Aktien","1.328.636,80","0,03","1.328.636,80","10.720,00","123,94","Vereinigte Staaten","NASDAQ","USD"
"NEP","NEXTERA ENERGY PARTNERS UNITS","Versorger","Aktien","1.326.235,68","0,03","1.326.235,68","49.616,00","26,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OGC","OCEANAGOLD CORPORATION CORP","Materialien","Aktien","1.325.861,27","0,03","1.325.861,27","498.542,00","2,66","Kanada","Toronto Stock Exchange","CAD"
"ISS","ISS A S","Industrie","Aktien","1.323.830,99","0,03","1.323.830,99","73.147,00","18,10","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Kommunikation","Aktien","1.323.574,18","0,03","1.323.574,18","70.666,00","18,73","Vereinigte Staaten","NASDAQ","USD"
"PSMT","PRICESMART INC","Nichtzyklische Konsumgüter","Aktien","1.322.659,84","0,03","1.322.659,84","15.196,00","87,04","Vereinigte Staaten","NASDAQ","USD"
"RDC","REDCARE PHARMACY NV","Nichtzyklische Konsumgüter","Aktien","1.322.446,75","0,03","1.322.446,75","8.768,00","150,83","Deutschland","Xetra","EUR"
"5333","NGK INSULATORS LTD","Industrie","Aktien","1.321.621,06","0,03","1.321.621,06","98.900,00","13,36","Japan","Tokyo Stock Exchange","JPY"
"HUB","HUB24 LTD","Financials","Aktien","1.320.310,64","0,03","1.320.310,64","42.353,00","31,17","Australien","Asx - All Markets","AUD"
"9684","SQUARE ENIX HLDG LTD","Kommunikation","Aktien","1.318.897,89","0,03","1.318.897,89","40.800,00","32,33","Japan","Tokyo Stock Exchange","JPY"
"PLMR","PALOMAR HOLDINGS INC","Financials","Aktien","1.317.821,18","0,03","1.317.821,18","14.842,00","88,79","Vereinigte Staaten","NASDAQ","USD"
"AZZ","AZZ INC","Industrie","Aktien","1.316.162,80","0,03","1.316.162,80","15.706,00","83,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EKTA B","ELEKTA B","Gesundheitsversorgung","Aktien","1.315.344,70","0,03","1.315.344,70","210.888,00","6,24","Schweden","Nasdaq Omx Nordic","SEK"
"4887","SAWAI GROUP HOLDINGS LTD","Gesundheitsversorgung","Aktien","1.314.947,72","0,03","1.314.947,72","30.700,00","42,83","Japan","Tokyo Stock Exchange","JPY"
"AVA","AVISTA CORP","Versorger","Aktien","1.312.883,40","0,03","1.312.883,40","35.715,00","36,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RNG","RINGCENTRAL INC CLASS A","IT","Aktien","1.309.468,65","0,03","1.309.468,65","39.935,00","32,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WOLF","WOLFSPEED INC","IT","Aktien","1.309.723,29","0,03","1.309.723,29","62.457,00","20,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PRFT","PERFICIENT INC","IT","Aktien","1.309.126,50","0,03","1.309.126,50","17.490,00","74,85","Vereinigte Staaten","NASDAQ","USD"
"AXFO","AXFOOD","Nichtzyklische Konsumgüter","Aktien","1.308.999,43","0,03","1.308.999,43","52.606,00","24,88","Schweden","Nasdaq Omx Nordic","SEK"
"MGNI","MAGNITE INC","Kommunikation","Aktien","1.306.473,12","0,03","1.306.473,12","87.448,00","14,94","Vereinigte Staaten","NASDAQ","USD"
"KWR","QUAKER CHEMICAL CORP","Materialien","Aktien","1.305.509,76","0,03","1.305.509,76","7.248,00","180,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6923","STANLEY ELECTRIC LTD","Zyklische Konsumgüter ","Aktien","1.305.292,21","0,03","1.305.292,21","72.300,00","18,05","Japan","Tokyo Stock Exchange","JPY"
"MOBN","MOBIMO HOLDING AG","Immobilien","Aktien","1.304.714,42","0,03","1.304.714,42","4.408,00","295,99","Schweiz","SIX Swiss Exchange","CHF"
"ALLN","ALLREAL HOLDING AG","Immobilien","Aktien","1.302.965,28","0,03","1.302.965,28","7.431,00","175,34","Schweiz","SIX Swiss Exchange","CHF"
"1803","SHIMIZU CORP","Industrie","Aktien","1.302.685,73","0,03","1.302.685,73","223.900,00","5,82","Japan","Tokyo Stock Exchange","JPY"
"8","PCCW LTD","Kommunikation","Aktien","1.301.156,08","0,03","1.301.156,08","2.560.000,00","0,51","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"NWL","NETWEALTH GROUP LTD","Financials","Aktien","1.300.530,91","0,03","1.300.530,91","85.852,00","15,15","Australien","Asx - All Markets","AUD"
"8804","TOKYO TATEMONO LTD","Immobilien","Aktien","1.299.403,18","0,03","1.299.403,18","76.800,00","16,92","Japan","Tokyo Stock Exchange","JPY"
"VIS","VISCOFAN SA","Nichtzyklische Konsumgüter","Aktien","1.299.338,28","0,03","1.299.338,28","19.919,00","65,23","Spanien","Bolsa De Madrid","EUR"
"3132","MACNICA HOLDINGS INC","IT","Aktien","1.298.800,65","0,03","1.298.800,65","32.400,00","40,09","Japan","Tokyo Stock Exchange","JPY"
"PRGS","PROGRESS SOFTWARE CORP","IT","Aktien","1.297.025,62","0,03","1.297.025,62","23.353,00","55,54","Vereinigte Staaten","NASDAQ","USD"
"OUT","OUTFRONT MEDIA INC","Immobilien","Aktien","1.296.186,21","0,03","1.296.186,21","83.571,00","15,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KWS","KEYWORDS STUDIOS PLC","IT","Aktien","1.295.264,97","0,03","1.295.264,97","41.888,00","30,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"SBMO","SBM OFFSHORE NV","Energie","Aktien","1.291.006,98","0,03","1.291.006,98","80.701,00","16,00","Niederlande","Euronext Amsterdam","EUR"
"GEI","GIBSON ENERGY INC","Energie","Aktien","1.290.812,85","0,03","1.290.812,85","78.043,00","16,54","Kanada","Toronto Stock Exchange","CAD"
"BKU","BANKUNITED INC","Financials","Aktien","1.290.247,44","0,03","1.290.247,44","35.004,00","36,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NUVL","NUVALENT INC CLASS A","Gesundheitsversorgung","Aktien","1.290.443,28","0,03","1.290.443,28","16.343,00","78,96","Vereinigte Staaten","NASDAQ","USD"
"RCM","R1 RCM INC","Gesundheitsversorgung","Aktien","1.289.940,69","0,03","1.289.940,69","97.061,00","13,29","Vereinigte Staaten","NASDAQ","USD"
"FLS","FLSMIDTH AND CO.","Industrie","Aktien","1.287.291,78","0,03","1.287.291,78","26.614,00","48,37","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"STRA","STRATEGIC EDUCATION INC","Zyklische Konsumgüter ","Aktien","1.286.433,18","0,03","1.286.433,18","10.914,00","117,87","Vereinigte Staaten","NASDAQ","USD"
"6103","OKUMA CORP","Industrie","Aktien","1.285.251,22","0,03","1.285.251,22","25.500,00","50,40","Japan","Tokyo Stock Exchange","JPY"
"5101","YOKOHAMA RUBBER LTD","Zyklische Konsumgüter ","Aktien","1.284.141,48","0,03","1.284.141,48","60.600,00","21,19","Japan","Tokyo Stock Exchange","JPY"
"YELP","YELP INC","Kommunikation","Aktien","1.283.725,17","0,03","1.283.725,17","34.407,00","37,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5E2","SEATRIUM","Industrie","Aktien","1.280.309,36","0,03","1.280.309,36","1.179.200,00","1,09","Singapur","Singapore Exchange","SGD"
"NTLA","INTELLIA THERAPEUTICS INC","Gesundheitsversorgung","Aktien","1.279.707,00","0,03","1.279.707,00","51.025,00","25,08","Vereinigte Staaten","NASDAQ","USD"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","1.277.257,04","0,03","1.277.257,04","15.128,00","84,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OII","OCEANEERING INTERNATIONAL INC","Energie","Aktien","1.276.608,64","0,03","1.276.608,64","49.328,00","25,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NETW","NETWORK INTERNATIONAL HOLDINGS PLC","Financials","Aktien","1.276.015,21","0,03","1.276.015,21","253.047,00","5,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"DNLI","DENALI THERAPEUTICS INC","Gesundheitsversorgung","Aktien","1.274.101,66","0,03","1.274.101,66","59.371,00","21,46","Vereinigte Staaten","NASDAQ","USD"
"JJSF","J AND J SNACK FOODS CORP","Nichtzyklische Konsumgüter","Aktien","1.273.561,08","0,03","1.273.561,08","7.597,00","167,64","Vereinigte Staaten","NASDAQ","USD"
"PGNY","PROGYNY INC","Gesundheitsversorgung","Aktien","1.273.198,85","0,03","1.273.198,85","45.815,00","27,79","Vereinigte Staaten","NASDAQ","USD"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Immobilien","Aktien","1.272.009,93","0,03","1.272.009,93","90.793,00","14,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNMD","CONMED CORP","Gesundheitsversorgung","Aktien","1.268.835,76","0,03","1.268.835,76","17.881,00","70,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAMX","CAMURUS","Gesundheitsversorgung","Aktien","1.267.302,97","0,03","1.267.302,97","21.261,00","59,61","Schweden","Nasdaq Omx Nordic","SEK"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrie","Aktien","1.267.510,09","0,03","1.267.510,09","31.823,00","39,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SMTC","SEMTECH CORP","IT","Aktien","1.266.874,90","0,03","1.266.874,90","40.015,00","31,66","Vereinigte Staaten","NASDAQ","USD"
"8960","UNITED URBAN INVESTMENT REIT CORP","Immobilien","Aktien","1.265.708,20","0,03","1.265.708,20","1.381,00","916,52","Japan","Tokyo Stock Exchange","JPY"
"RWC","RELIANCE WORLDWIDE CORPORATION LTD","Industrie","Aktien","1.265.332,33","0,03","1.265.332,33","387.346,00","3,27","Australien","Asx - All Markets","AUD"
"LXS","LANXESS AG","Materialien","Aktien","1.264.326,78","0,03","1.264.326,78","45.853,00","27,57","Deutschland","Xetra","EUR"
"DOW","DOWNER EDI LTD","Industrie","Aktien","1.262.085,89","0,03","1.262.085,89","388.742,00","3,25","Australien","Asx - All Markets","AUD"
"UCTT","ULTRA CLEAN HOLDINGS INC","IT","Aktien","1.261.141,00","0,03","1.261.141,00","26.890,00","46,90","Vereinigte Staaten","NASDAQ","USD"
"NOD","NORDIC SEMICONDUCTOR","IT","Aktien","1.260.805,68","0,03","1.260.805,68","93.957,00","13,42","Norwegen","Oslo Bors Asa","NOK"
"MTRN","MATERION CORP","Materialien","Aktien","1.260.137,12","0,03","1.260.137,12","10.952,00","115,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JWN","NORDSTROM INC","Zyklische Konsumgüter ","Aktien","1.258.955,78","0,03","1.258.955,78","55.534,00","22,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8418","YAMAGUCHI FINANCIAL GROUP INC","Financials","Aktien","1.257.290,49","0,03","1.257.290,49","109.200,00","11,51","Japan","Tokyo Stock Exchange","JPY"
"MRCY","MERCURY SYSTEMS INC","Industrie","Aktien","1.257.133,50","0,03","1.257.133,50","37.650,00","33,39","Vereinigte Staaten","NASDAQ","USD"
"VECO","VEECO INSTRUMENTS INC","IT","Aktien","1.257.072,25","0,03","1.257.072,25","31.325,00","40,13","Vereinigte Staaten","NASDAQ","USD"
"EQC","EQUITY COMMONWEALTH REIT","Immobilien","Aktien","1.256.781,04","0,03","1.256.781,04","65.594,00","19,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OV8","SHENG SIONG GROUP LTD","Nichtzyklische Konsumgüter","Aktien","1.256.721,55","0,03","1.256.721,55","1.149.601,00","1,09","Singapur","Singapore Exchange","SGD"
"GOLF","ACUSHNET HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","1.255.482,80","0,03","1.255.482,80","18.680,00","67,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SDF","K S N AG","Materialien","Aktien","1.254.227,09","0,03","1.254.227,09","97.069,00","12,92","Deutschland","Xetra","EUR"
"HURN","HURON CONSULTING GROUP INC","Industrie","Aktien","1.253.284,90","0,03","1.253.284,90","11.690,00","107,21","Vereinigte Staaten","NASDAQ","USD"
"NYCB","NEW YORK COMMUNITY BANCORP INC","Financials","Aktien","1.253.311,54","0,03","1.253.311,54","112.103,00","11,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VATN","VALIANT HOLDING AG","Financials","Aktien","1.252.693,49","0,03","1.252.693,49","10.621,00","117,94","Schweiz","SIX Swiss Exchange","CHF"
"MYGN","MYRIAD GENETICS INC","Gesundheitsversorgung","Aktien","1.251.857,88","0,03","1.251.857,88","48.204,00","25,97","Vereinigte Staaten","NASDAQ","USD"
"AMBA","AMBARELLA INC","IT","Aktien","1.250.606,34","0,03","1.250.606,34","22.041,00","56,74","Vereinigte Staaten","NASDAQ","USD"
"NWL","NEWELL BRANDS INC","Zyklische Konsumgüter ","Aktien","1.250.296,14","0,03","1.250.296,14","195.054,00","6,41","Vereinigte Staaten","NASDAQ","USD"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Immobilien","Aktien","1.249.840,65","0,03","1.249.840,65","46.549,00","26,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6845","AZBIL CORP","IT","Aktien","1.248.991,01","0,03","1.248.991,01","43.000,00","29,05","Japan","Tokyo Stock Exchange","JPY"
"TRN","TRINITY INDUSTRIES INC","Industrie","Aktien","1.249.185,42","0,03","1.249.185,42","40.466,00","30,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JOE","ST JOE","Immobilien","Aktien","1.246.842,70","0,03","1.246.842,70","20.558,00","60,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIXA","AIXTRON","IT","Aktien","1.244.062,23","0,03","1.244.062,23","56.498,00","22,02","Deutschland","Xetra","EUR"
"ALGM","ALLEGRO MICROSYSTEMS INC","IT","Aktien","1.241.108,11","0,03","1.241.108,11","43.109,00","28,79","Vereinigte Staaten","NASDAQ","USD"
"SG","SWEETGREEN INC CLASS A","Zyklische Konsumgüter ","Aktien","1.238.338,20","0,03","1.238.338,20","51.171,00","24,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NATL","NCR ATLEOS CORP","Financials","Aktien","1.237.223,52","0,03","1.237.223,52","36.464,00","33,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HAG","HENSOLDT AG","Industrie","Aktien","1.236.933,57","0,03","1.236.933,57","32.923,00","37,57","Deutschland","Xetra","EUR"
"QLT","QUILTER PLC","Financials","Aktien","1.236.044,08","0,03","1.236.044,08","779.275,00","1,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"CMBN","CEMBRA MONEY BANK AG","Financials","Aktien","1.233.058,80","0,03","1.233.058,80","14.119,00","87,33","Schweiz","SIX Swiss Exchange","CHF"
"CVBF","CVB FINANCIAL CORP","Financials","Aktien","1.230.498,29","0,03","1.230.498,29","64.729,00","19,01","Vereinigte Staaten","NASDAQ","USD"
"EVTC","EVERTEC INC","Financials","Aktien","1.230.380,87","0,03","1.230.380,87","35.591,00","34,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATS","ATS CORP","Industrie","Aktien","1.229.984,02","0,03","1.229.984,02","38.357,00","32,07","Kanada","Toronto Stock Exchange","CAD"
"PAG","PARAGON GROUP OF COMPANIES","Financials","Aktien","1.229.720,74","0,03","1.229.720,74","123.403,00","9,97","Vereinigtes Königreich","London Stock Exchange","GBP"
"INDB","INDEPENDENT BANK CORP","Financials","Aktien","1.229.208,75","0,03","1.229.208,75","21.175,00","58,05","Vereinigte Staaten","NASDAQ","USD"
"6481","THK LTD","Industrie","Aktien","1.228.776,18","0,03","1.228.776,18","63.700,00","19,29","Japan","Tokyo Stock Exchange","JPY"
"ROCK","GIBRALTAR INDUSTRIES INC","Industrie","Aktien","1.227.671,60","0,03","1.227.671,60","16.069,00","76,40","Vereinigte Staaten","NASDAQ","USD"
"BANF","BANCFIRST CORP","Financials","Aktien","1.227.410,64","0,03","1.227.410,64","11.703,00","104,88","Vereinigte Staaten","NASDAQ","USD"
"VNT","VENTIA SERVICES GROUP LTD","Industrie","Aktien","1.226.345,00","0,03","1.226.345,00","437.233,00","2,80","Australien","Asx - All Markets","AUD"
"6770","ALPS ALPINE LTD","IT","Aktien","1.226.044,43","0,03","1.226.044,43","120.600,00","10,17","Japan","Tokyo Stock Exchange","JPY"
"WEB","WEBJET LTD","Zyklische Konsumgüter ","Aktien","1.225.354,00","0,03","1.225.354,00","204.072,00","6,00","Australien","Asx - All Markets","AUD"
